transaction_id,transaction_date,customer_id,product_id,channel_id,amount,currency,payment_method,status
TXN00001360,2025-10-12 21:36:03,CUST000318,PROD00010,CH005,326.55,USD,Credit Card,completed
TXN00001361,2025-12-12 21:36:03,CUST000208,PROD00003,CH003,84.2,USD,PayPal,pending
TXN00001362,2025-11-07 21:36:03,CUST000319,PROD00045,CH004,476.88,USD,PayPal,completed
TXN00001363,2026-01-10 21:36:03,CUST000920,PROD00045,CH001,468.39,USD,PayPal,completed
TXN00001364,2025-10-26 21:36:03,CUST000276,PROD00039,CH003,342.74,USD,Debit Card,completed
TXN00001365,2025-12-10 21:36:03,CUST000451,PROD00011,CH002,124.24,USD,Debit Card,completed
TXN00001366,2026-01-22 21:36:03,CUST000572,PROD00005,CH003,54.04,USD,Bank Transfer,completed
TXN00001367,2025-09-24 21:36:03,CUST000688,PROD00039,CH001,322.8,USD,Debit Card,completed
TXN00001368,2025-08-16 21:36:03,CUST000297,PROD00018,CH004,57.05,USD,Debit Card,completed
TXN00001369,2025-12-04 21:36:03,CUST000389,PROD00010,CH003,349.15,USD,Bank Transfer,completed
TXN00001370,2025-11-28 21:36:03,CUST000947,PROD00027,CH005,118.18,USD,Bank Transfer,completed
TXN00001371,2025-12-11 21:36:03,CUST000006,PROD00022,CH001,44.84,USD,Debit Card,completed
TXN00001372,2025-11-04 21:36:03,CUST000352,PROD00046,CH002,104.91,USD,PayPal,completed
TXN00001373,2025-09-19 21:36:03,CUST000990,PROD00008,CH003,320.24,USD,PayPal,completed
TXN00001374,2026-01-23 21:36:03,CUST000881,PROD00043,CH001,143.61,USD,Credit Card,completed
TXN00001375,2025-12-31 21:36:03,CUST000876,PROD00035,CH003,42.12,USD,Credit Card,completed
TXN00001376,2025-12-12 21:36:03,CUST000730,PROD00046,CH005,118.23,USD,PayPal,completed
TXN00001377,2025-10-18 21:36:03,CUST000040,PROD00032,CH003,198.33,USD,Credit Card,completed
TXN00001378,2025-11-10 21:36:03,CUST000522,PROD00001,CH005,65.72,USD,Credit Card,completed
TXN00001379,2025-09-15 21:36:03,CUST000338,PROD00046,CH005,103.43,USD,Bank Transfer,completed
TXN00001380,2026-01-22 21:36:03,CUST000739,PROD00019,CH001,304.6,USD,PayPal,completed
TXN00001381,2026-01-22 21:36:03,CUST000010,PROD00016,CH003,431.68,USD,Credit Card,completed
TXN00001382,2026-01-13 21:36:03,CUST000465,PROD00026,CH002,48.06,USD,PayPal,completed
TXN00001383,2025-12-30 21:36:03,CUST000967,PROD00040,CH004,319.85,USD,Credit Card,cancelled
TXN00001384,2026-01-18 21:36:03,CUST000514,PROD00016,CH002,458.24,USD,Credit Card,pending
TXN00001385,2025-08-25 21:36:03,CUST000619,PROD00010,CH004,356.99,USD,Bank Transfer,completed
TXN00001386,2025-11-17 21:36:03,CUST000537,PROD00034,CH004,446.0,USD,Debit Card,cancelled
TXN00001387,2025-11-17 21:36:03,CUST000514,PROD00028,CH005,452.27,USD,Debit Card,completed
TXN00001388,2025-11-14 21:36:03,CUST000060,PROD00041,CH004,129.06,USD,PayPal,completed
TXN00001389,2026-01-21 21:36:03,CUST000013,PROD00035,CH003,41.88,USD,PayPal,completed
TXN00001390,2025-11-25 21:36:03,CUST000109,PROD00025,CH003,306.72,USD,PayPal,completed
TXN00001391,2026-01-08 21:36:03,CUST000136,PROD00003,CH004,72.59,USD,Credit Card,completed
TXN00001392,2025-12-16 21:36:03,CUST000636,PROD00028,CH002,463.18,USD,Bank Transfer,completed
TXN00001393,2025-12-06 21:36:03,CUST000546,PROD00048,CH005,223.97,USD,Bank Transfer,completed
TXN00001394,2025-11-23 21:36:03,CUST000757,PROD00005,CH003,55.87,USD,Debit Card,completed
TXN00001395,2026-01-15 21:36:03,CUST000433,PROD00010,CH004,348.42,USD,Credit Card,completed
TXN00001396,2025-11-02 21:36:03,CUST000558,PROD00033,CH001,370.42,USD,Debit Card,completed
TXN00001397,2026-01-29 21:36:03,CUST000496,PROD00048,CH001,244.87,USD,Bank Transfer,completed
TXN00001398,2026-01-15 21:36:03,CUST000421,PROD00043,CH004,145.35,USD,Credit Card,completed
TXN00001399,2025-12-04 21:36:03,CUST000053,PROD00020,CH002,362.96,USD,Bank Transfer,completed
TXN00001400,2025-09-14 21:36:03,CUST000296,PROD00028,CH001,540.48,USD,PayPal,completed
TXN00001401,2025-12-18 21:36:03,CUST000971,PROD00004,CH002,336.64,USD,Credit Card,completed
TXN00001402,2025-08-26 21:36:03,CUST000801,PROD00025,CH002,317.35,USD,Credit Card,completed
TXN00001403,2025-11-23 21:36:03,CUST000814,PROD00022,CH001,47.76,USD,Bank Transfer,completed
TXN00001404,2025-12-30 21:36:03,CUST000716,PROD00041,CH002,129.88,USD,PayPal,completed
TXN00001405,2026-01-03 21:36:03,CUST000388,PROD00012,CH002,134.07,USD,Credit Card,completed
TXN00001406,2026-01-23 21:36:03,CUST000850,PROD00021,CH001,70.63,USD,Debit Card,completed
TXN00001407,2025-08-18 21:36:03,CUST000721,PROD00026,CH002,40.41,USD,PayPal,completed
TXN00001408,2026-01-04 21:36:03,CUST000031,PROD00024,CH002,463.76,USD,Bank Transfer,completed
TXN00001409,2025-10-13 21:36:03,CUST000526,PROD00036,CH004,90.88,USD,Debit Card,completed
TXN00001410,2025-09-23 21:36:03,CUST000149,PROD00015,CH002,133.83,USD,PayPal,completed
TXN00001411,2025-09-03 21:36:03,CUST000613,PROD00028,CH004,486.24,USD,Credit Card,completed
TXN00001412,2025-11-16 21:36:03,CUST000018,PROD00047,CH005,188.23,USD,Debit Card,completed
TXN00001413,2025-12-07 21:36:03,CUST000842,PROD00023,CH004,413.09,USD,Bank Transfer,completed
TXN00001414,2026-01-08 21:36:03,CUST000929,PROD00046,CH001,119.35,USD,PayPal,completed
TXN00001415,2026-01-11 21:36:03,CUST000506,PROD00028,CH002,479.03,USD,Bank Transfer,cancelled
TXN00001416,2025-10-23 21:36:03,CUST000388,PROD00015,CH002,134.11,USD,Debit Card,completed
TXN00001417,2025-09-24 21:36:03,CUST000769,PROD00037,CH004,119.87,USD,Credit Card,completed
TXN00001418,2025-09-24 21:36:03,CUST000111,PROD00046,CH005,122.39,USD,Debit Card,completed
TXN00001419,2026-01-20 21:36:03,CUST000031,PROD00007,CH004,108.82,USD,Debit Card,completed
TXN00001420,2026-01-14 21:36:03,CUST000633,PROD00003,CH005,83.98,USD,Debit Card,completed
TXN00001421,2025-10-23 21:36:03,CUST000144,PROD00022,CH003,51.23,USD,Debit Card,completed
TXN00001422,2025-11-23 21:36:03,CUST000301,PROD00025,CH002,264.89,USD,Debit Card,completed
TXN00001423,2026-02-02 21:36:03,CUST000583,PROD00045,CH004,434.61,USD,Bank Transfer,completed
TXN00001424,2025-08-12 21:36:03,CUST000463,PROD00045,CH004,471.04,USD,Debit Card,completed
TXN00001425,2025-10-21 21:36:03,CUST000625,PROD00001,CH003,65.45,USD,Bank Transfer,completed
TXN00001426,2025-10-31 21:36:03,CUST000530,PROD00050,CH004,257.01,USD,Bank Transfer,completed
TXN00001427,2025-12-11 21:36:03,CUST000943,PROD00025,CH005,306.79,USD,PayPal,completed
TXN00001428,2025-12-09 21:36:03,CUST000700,PROD00012,CH004,143.37,USD,Bank Transfer,completed
TXN00001429,2025-08-22 21:36:03,CUST000957,PROD00033,CH003,340.31,USD,Bank Transfer,completed
TXN00001430,2025-10-26 21:36:03,CUST000685,PROD00029,CH001,439.21,USD,PayPal,completed
TXN00001431,2025-11-21 21:36:03,CUST000954,PROD00045,CH004,473.62,USD,Credit Card,completed
TXN00001432,2026-01-13 21:36:03,CUST000994,PROD00007,CH005,127.41,USD,PayPal,completed
TXN00001433,2026-02-01 21:36:03,CUST000838,PROD00014,CH002,347.6,USD,Debit Card,completed
TXN00001434,2025-09-25 21:36:03,CUST000739,PROD00003,CH002,77.89,USD,Bank Transfer,completed
TXN00001435,2025-12-14 21:36:03,CUST000894,PROD00021,CH005,67.17,USD,PayPal,completed
TXN00001436,2026-01-22 21:36:03,CUST000881,PROD00023,CH003,413.78,USD,PayPal,completed
TXN00001437,2025-11-14 21:36:03,CUST000689,PROD00035,CH002,49.13,USD,PayPal,pending
TXN00001438,2025-12-05 21:36:03,CUST000223,PROD00022,CH003,51.52,USD,Debit Card,completed
TXN00001439,2025-09-29 21:36:03,CUST000065,PROD00034,CH001,448.56,USD,Credit Card,completed
TXN00001440,2025-12-08 21:36:03,CUST000257,PROD00010,CH003,327.42,USD,Debit Card,completed
TXN00001441,2026-01-09 21:36:03,CUST000389,PROD00030,CH001,145.98,USD,Bank Transfer,completed
TXN00001442,2025-10-23 21:36:03,CUST000012,PROD00003,CH004,74.21,USD,Credit Card,completed
TXN00001443,2025-11-06 21:36:03,CUST000183,PROD00043,CH001,151.95,USD,PayPal,completed
TXN00001444,2025-09-16 21:36:03,CUST000278,PROD00005,CH004,49.18,USD,Credit Card,pending
TXN00001445,2025-08-23 21:36:03,CUST000750,PROD00009,CH003,103.94,USD,Credit Card,completed
TXN00001446,2025-10-04 21:36:03,CUST000224,PROD00001,CH001,59.65,USD,Debit Card,completed
TXN00001447,2025-10-12 21:36:03,CUST000970,PROD00001,CH003,70.92,USD,PayPal,cancelled
TXN00001448,2025-08-18 21:36:03,CUST000351,PROD00003,CH004,82.6,USD,PayPal,completed
TXN00001449,2026-01-30 21:36:03,CUST000061,PROD00042,CH001,434.7,USD,Credit Card,completed
TXN00001450,2025-08-19 21:36:03,CUST000470,PROD00048,CH001,254.88,USD,Bank Transfer,cancelled
TXN00001451,2025-12-02 21:36:03,CUST000763,PROD00031,CH004,457.45,USD,Credit Card,completed
TXN00001452,2026-01-10 21:36:03,CUST000230,PROD00028,CH001,503.57,USD,Credit Card,completed
TXN00001453,2025-08-17 21:36:03,CUST000427,PROD00040,CH002,345.96,USD,Debit Card,completed
TXN00001454,2025-09-06 21:36:03,CUST000276,PROD00040,CH002,371.08,USD,PayPal,completed
TXN00001455,2025-10-20 21:36:03,CUST000971,PROD00004,CH002,355.8,USD,Bank Transfer,completed
TXN00001456,2025-09-01 21:36:03,CUST000636,PROD00016,CH005,445.91,USD,PayPal,completed
TXN00001457,2025-09-11 21:36:03,CUST000276,PROD00002,CH001,133.84,USD,Debit Card,completed
TXN00001458,2025-11-21 21:36:03,CUST000697,PROD00045,CH005,463.08,USD,Credit Card,completed
TXN00001459,2025-12-06 21:36:03,CUST000075,PROD00012,CH001,141.67,USD,Debit Card,completed
TXN00001460,2025-10-14 21:36:03,CUST000560,PROD00013,CH005,372.08,USD,Bank Transfer,completed
TXN00001461,2026-01-15 21:36:03,CUST000087,PROD00023,CH005,430.15,USD,Debit Card,cancelled
TXN00001462,2025-12-20 21:36:03,CUST000237,PROD00029,CH001,427.78,USD,Debit Card,completed
TXN00001463,2025-11-24 21:36:03,CUST000598,PROD00020,CH005,361.2,USD,Bank Transfer,completed
TXN00001464,2025-12-17 21:36:03,CUST000131,PROD00040,CH002,365.82,USD,PayPal,completed
TXN00001465,2025-11-28 21:36:03,CUST000631,PROD00019,CH004,284.15,USD,Credit Card,completed
TXN00001466,2025-12-17 21:36:03,CUST000090,PROD00017,CH003,65.41,USD,Credit Card,completed
TXN00001467,2025-10-26 21:36:03,CUST000251,PROD00025,CH001,287.14,USD,Debit Card,completed
TXN00001468,2025-08-22 21:36:03,CUST000225,PROD00021,CH002,69.64,USD,Credit Card,completed
TXN00001469,2026-01-18 21:36:03,CUST000400,PROD00022,CH005,45.22,USD,Credit Card,completed
TXN00001470,2026-01-23 21:36:03,CUST000050,PROD00014,CH002,378.55,USD,PayPal,completed
TXN00001471,2025-11-17 21:36:03,CUST000363,PROD00032,CH004,206.16,USD,PayPal,completed
TXN00001472,2025-10-26 21:36:03,CUST000850,PROD00007,CH002,126.72,USD,Credit Card,completed
TXN00001473,2025-12-20 21:36:03,CUST000832,PROD00045,CH002,449.12,USD,Debit Card,completed
TXN00001474,2025-11-18 21:36:03,CUST000111,PROD00050,CH005,282.0,USD,Debit Card,completed
TXN00001475,2026-01-13 21:36:03,CUST000122,PROD00018,CH001,60.7,USD,Bank Transfer,completed
TXN00001476,2025-11-03 21:36:03,CUST000787,PROD00044,CH001,492.91,USD,Bank Transfer,pending
TXN00001477,2025-09-26 21:36:03,CUST000324,PROD00012,CH005,157.46,USD,Credit Card,completed
TXN00001478,2025-12-22 21:36:03,CUST000447,PROD00024,CH004,429.18,USD,Debit Card,completed
TXN00001479,2025-12-23 21:36:03,CUST000520,PROD00006,CH001,24.47,USD,Credit Card,completed
TXN00001480,2025-12-26 21:36:03,CUST000727,PROD00006,CH005,24.61,USD,PayPal,cancelled
TXN00001481,2026-01-16 21:36:03,CUST000939,PROD00004,CH001,318.35,USD,Credit Card,pending
TXN00001482,2025-12-23 21:36:03,CUST000421,PROD00016,CH002,487.89,USD,Debit Card,pending
TXN00001483,2025-10-23 21:36:03,CUST000279,PROD00008,CH002,318.81,USD,Credit Card,completed
TXN00001484,2025-08-22 21:36:03,CUST000958,PROD00045,CH005,469.44,USD,PayPal,completed
TXN00001485,2025-12-14 21:36:03,CUST000988,PROD00020,CH005,356.87,USD,Credit Card,cancelled
TXN00001486,2026-01-20 21:36:03,CUST000424,PROD00004,CH002,371.73,USD,Bank Transfer,completed
TXN00001487,2025-12-31 21:36:03,CUST000651,PROD00003,CH001,82.08,USD,Bank Transfer,completed
TXN00001488,2025-10-06 21:36:03,CUST000672,PROD00020,CH003,390.02,USD,Debit Card,completed
TXN00001489,2025-10-22 21:36:03,CUST000382,PROD00016,CH005,458.39,USD,Debit Card,completed
TXN00001490,2025-11-11 21:36:03,CUST000069,PROD00031,CH004,420.36,USD,Debit Card,completed
TXN00001491,2025-10-29 21:36:03,CUST000416,PROD00032,CH004,192.02,USD,Debit Card,pending
TXN00001492,2025-11-07 21:36:03,CUST000689,PROD00023,CH005,412.6,USD,Debit Card,completed
TXN00001493,2025-11-23 21:36:03,CUST000475,PROD00040,CH002,368.15,USD,Credit Card,completed
TXN00001494,2025-08-22 21:36:03,CUST000956,PROD00045,CH002,432.82,USD,Debit Card,completed
TXN00001495,2025-09-30 21:36:03,CUST000449,PROD00004,CH004,337.9,USD,PayPal,completed
TXN00001496,2025-12-19 21:36:03,CUST000130,PROD00045,CH005,430.87,USD,Bank Transfer,completed
TXN00001497,2026-01-03 21:36:03,CUST000511,PROD00008,CH001,304.92,USD,Bank Transfer,completed
TXN00001498,2026-01-30 21:36:03,CUST000761,PROD00013,CH003,414.74,USD,Bank Transfer,completed
TXN00001499,2025-11-21 21:36:03,CUST000229,PROD00034,CH004,499.33,USD,Debit Card,completed
TXN00001500,2025-09-08 21:36:03,CUST000675,PROD00042,CH005,403.24,USD,Bank Transfer,completed
TXN00001501,2026-02-03 21:36:03,CUST000870,PROD00030,CH002,146.6,USD,Credit Card,completed
TXN00001502,2025-09-30 21:36:03,CUST000559,PROD00041,CH002,121.14,USD,Credit Card,pending
TXN00001503,2025-09-16 21:36:03,CUST000524,PROD00001,CH005,70.28,USD,PayPal,completed
TXN00001504,2026-01-08 21:36:03,CUST000289,PROD00050,CH003,305.16,USD,Credit Card,completed
TXN00001505,2025-11-09 21:36:03,CUST000912,PROD00022,CH003,49.31,USD,Credit Card,completed
TXN00001506,2025-09-15 21:36:03,CUST000153,PROD00034,CH002,433.11,USD,PayPal,completed
TXN00001507,2025-10-23 21:36:03,CUST000927,PROD00049,CH005,75.19,USD,Credit Card,pending
TXN00001508,2025-09-12 21:36:03,CUST000533,PROD00014,CH003,326.89,USD,Bank Transfer,completed
TXN00001509,2025-10-24 21:36:03,CUST000792,PROD00021,CH003,76.7,USD,Debit Card,completed
TXN00001510,2025-12-10 21:36:03,CUST000011,PROD00005,CH001,47.36,USD,PayPal,completed
TXN00001511,2025-08-18 21:36:03,CUST000001,PROD00018,CH001,56.44,USD,PayPal,completed
TXN00001512,2025-11-30 21:36:03,CUST000952,PROD00016,CH005,517.38,USD,Bank Transfer,completed
TXN00001513,2026-01-09 21:36:03,CUST000699,PROD00050,CH005,264.14,USD,Debit Card,completed
TXN00001514,2026-01-16 21:36:03,CUST000373,PROD00021,CH004,70.6,USD,Bank Transfer,completed
TXN00001515,2025-11-29 21:36:03,CUST000755,PROD00042,CH004,376.07,USD,PayPal,completed
TXN00001516,2026-01-13 21:36:03,CUST000222,PROD00014,CH003,363.67,USD,Bank Transfer,completed
TXN00001517,2025-10-05 21:36:03,CUST000520,PROD00038,CH005,211.61,USD,PayPal,completed
TXN00001518,2025-08-18 21:36:03,CUST000454,PROD00006,CH001,27.91,USD,Bank Transfer,completed
TXN00001519,2025-10-17 21:36:03,CUST000607,PROD00002,CH005,148.98,USD,Debit Card,completed
TXN00001520,2025-08-13 21:36:03,CUST000733,PROD00038,CH003,198.75,USD,PayPal,completed
TXN00001521,2026-01-19 21:36:03,CUST000880,PROD00015,CH005,135.16,USD,Credit Card,completed
TXN00001522,2026-01-12 21:36:03,CUST000138,PROD00016,CH002,483.04,USD,Credit Card,completed
TXN00001523,2025-12-18 21:36:03,CUST000539,PROD00010,CH005,331.68,USD,Bank Transfer,completed
TXN00001524,2025-08-11 21:36:03,CUST000738,PROD00003,CH002,72.42,USD,Debit Card,completed
TXN00001525,2025-10-16 21:36:03,CUST000466,PROD00013,CH004,403.72,USD,Debit Card,completed
TXN00001526,2026-01-02 21:36:03,CUST000320,PROD00023,CH004,411.77,USD,PayPal,completed
TXN00001527,2026-01-04 21:36:03,CUST000463,PROD00012,CH004,133.0,USD,Credit Card,completed
TXN00001528,2025-11-26 21:36:03,CUST000241,PROD00027,CH004,113.9,USD,Credit Card,completed
TXN00001529,2025-10-27 21:36:03,CUST000223,PROD00043,CH001,137.86,USD,Credit Card,completed
TXN00001530,2025-09-01 21:36:03,CUST000814,PROD00036,CH002,94.64,USD,PayPal,completed
TXN00001531,2025-09-22 21:36:03,CUST000293,PROD00039,CH001,330.23,USD,Credit Card,completed
TXN00001532,2025-10-24 21:36:03,CUST000109,PROD00037,CH004,141.71,USD,Debit Card,completed
TXN00001533,2026-01-11 21:36:03,CUST000378,PROD00002,CH002,158.11,USD,Debit Card,completed
TXN00001534,2025-08-21 21:36:03,CUST000556,PROD00012,CH004,140.4,USD,Credit Card,completed
TXN00001535,2025-09-12 21:36:03,CUST000851,PROD00029,CH001,427.0,USD,PayPal,completed
TXN00001536,2025-11-11 21:36:03,CUST000414,PROD00030,CH004,159.12,USD,Credit Card,completed
TXN00001537,2025-09-27 21:36:03,CUST000181,PROD00028,CH001,467.1,USD,Debit Card,completed
TXN00001538,2025-12-15 21:36:03,CUST000488,PROD00045,CH005,461.6,USD,Bank Transfer,completed
TXN00001539,2025-10-14 21:36:03,CUST000450,PROD00004,CH002,311.56,USD,Bank Transfer,completed
TXN00001540,2025-11-19 21:36:03,CUST000988,PROD00006,CH001,23.35,USD,Credit Card,completed
TXN00001541,2026-01-16 21:36:03,CUST000020,PROD00035,CH005,42.59,USD,Credit Card,completed
TXN00001542,2025-12-26 21:36:03,CUST000748,PROD00009,CH005,117.39,USD,Credit Card,completed
TXN00001543,2025-12-27 21:36:03,CUST000650,PROD00040,CH002,355.93,USD,Debit Card,completed
TXN00001544,2025-12-30 21:36:03,CUST000856,PROD00025,CH001,287.44,USD,Credit Card,completed
TXN00001545,2025-12-13 21:36:03,CUST000587,PROD00040,CH001,324.97,USD,Debit Card,completed
TXN00001546,2025-12-23 21:36:03,CUST000592,PROD00033,CH002,371.23,USD,Debit Card,completed
TXN00001547,2025-11-23 21:36:03,CUST000380,PROD00033,CH003,369.61,USD,Bank Transfer,completed
TXN00001548,2025-08-07 21:36:03,CUST000595,PROD00036,CH003,99.73,USD,PayPal,completed
TXN00001549,2025-09-18 21:36:03,CUST000406,PROD00026,CH005,39.68,USD,Bank Transfer,completed
TXN00001550,2026-01-07 21:36:03,CUST000262,PROD00050,CH004,270.87,USD,Bank Transfer,completed
TXN00001551,2026-01-15 21:36:03,CUST000675,PROD00047,CH002,192.15,USD,PayPal,completed
TXN00001552,2025-09-17 21:36:03,CUST000772,PROD00018,CH001,60.14,USD,Credit Card,completed
TXN00001553,2025-08-29 21:36:03,CUST000172,PROD00025,CH004,286.77,USD,Credit Card,completed
TXN00001554,2025-12-27 21:36:03,CUST000024,PROD00005,CH001,57.85,USD,Bank Transfer,completed
TXN00001555,2026-01-10 21:36:03,CUST000383,PROD00047,CH003,204.06,USD,PayPal,completed
TXN00001556,2025-11-02 21:36:03,CUST000167,PROD00008,CH002,313.24,USD,Bank Transfer,completed
TXN00001557,2025-10-08 21:36:03,CUST000527,PROD00041,CH001,126.2,USD,PayPal,completed
TXN00001558,2025-09-29 21:36:03,CUST000061,PROD00006,CH003,25.36,USD,PayPal,completed
TXN00001559,2026-01-31 21:36:03,CUST000988,PROD00013,CH001,353.85,USD,Credit Card,completed
TXN00001560,2025-12-06 21:36:03,CUST000197,PROD00020,CH004,331.13,USD,Credit Card,completed
TXN00001561,2025-09-20 21:36:03,CUST000266,PROD00014,CH001,345.98,USD,Bank Transfer,pending
TXN00001562,2025-11-15 21:36:03,CUST000055,PROD00008,CH001,307.32,USD,Credit Card,completed
TXN00001563,2025-08-14 21:36:03,CUST000660,PROD00017,CH003,64.8,USD,Bank Transfer,completed
TXN00001564,2025-09-07 21:36:03,CUST000500,PROD00006,CH004,24.82,USD,Bank Transfer,completed
TXN00001565,2025-11-06 21:36:03,CUST000657,PROD00012,CH005,143.0,USD,Credit Card,completed
TXN00001566,2025-12-03 21:36:03,CUST000329,PROD00048,CH003,228.76,USD,Debit Card,completed
TXN00001567,2025-08-09 21:36:03,CUST000131,PROD00050,CH005,269.19,USD,Credit Card,pending
TXN00001568,2025-10-17 21:36:03,CUST000446,PROD00022,CH003,50.37,USD,PayPal,completed
TXN00001569,2025-08-30 21:36:03,CUST000959,PROD00024,CH005,471.95,USD,PayPal,pending
TXN00001570,2025-10-02 21:36:03,CUST000798,PROD00023,CH003,394.28,USD,Bank Transfer,completed
TXN00001571,2025-08-16 21:36:03,CUST000901,PROD00034,CH002,448.4,USD,Debit Card,completed
TXN00001572,2025-09-26 21:36:03,CUST000295,PROD00016,CH003,525.43,USD,Bank Transfer,completed
TXN00001573,2025-10-17 21:36:03,CUST000043,PROD00026,CH002,44.69,USD,Bank Transfer,completed
TXN00001574,2025-12-26 21:36:03,CUST000356,PROD00025,CH001,274.96,USD,Debit Card,completed
TXN00001575,2026-01-04 21:36:03,CUST000117,PROD00007,CH002,108.42,USD,Credit Card,completed
TXN00001576,2025-10-12 21:36:03,CUST000940,PROD00006,CH002,27.79,USD,Debit Card,completed
TXN00001577,2025-10-16 21:36:03,CUST000274,PROD00023,CH004,390.75,USD,Credit Card,completed
TXN00001578,2026-01-27 21:36:03,CUST000726,PROD00025,CH005,294.83,USD,PayPal,completed
TXN00001579,2025-12-28 21:36:03,CUST000060,PROD00031,CH003,450.79,USD,Credit Card,completed
TXN00001580,2026-01-18 21:36:03,CUST000559,PROD00021,CH001,73.62,USD,Credit Card,completed
TXN00001581,2025-11-25 21:36:03,CUST000781,PROD00047,CH002,217.9,USD,Bank Transfer,completed
TXN00001582,2025-09-07 21:36:03,CUST000135,PROD00015,CH001,151.43,USD,Bank Transfer,completed
TXN00001583,2025-11-07 21:36:03,CUST000931,PROD00034,CH002,470.58,USD,Credit Card,completed
TXN00001584,2025-10-03 21:36:03,CUST000692,PROD00034,CH002,426.47,USD,Bank Transfer,completed
TXN00001585,2025-11-29 21:36:03,CUST000895,PROD00039,CH001,334.44,USD,Bank Transfer,completed
TXN00001586,2025-10-31 21:36:03,CUST000864,PROD00027,CH004,111.49,USD,Credit Card,completed
TXN00001587,2025-10-03 21:36:03,CUST000624,PROD00016,CH002,524.83,USD,Bank Transfer,completed
TXN00001588,2025-10-09 21:36:03,CUST000607,PROD00012,CH005,137.44,USD,PayPal,completed
TXN00001589,2025-08-23 21:36:03,CUST000026,PROD00015,CH005,149.84,USD,Credit Card,completed
TXN00001590,2025-12-07 21:36:03,CUST000166,PROD00033,CH003,333.78,USD,Credit Card,completed
TXN00001591,2026-01-14 21:36:03,CUST000709,PROD00029,CH002,472.39,USD,PayPal,completed
TXN00001592,2025-09-03 21:36:03,CUST000169,PROD00037,CH005,129.27,USD,PayPal,completed
TXN00001593,2025-10-31 21:36:03,CUST000940,PROD00006,CH002,25.67,USD,Debit Card,completed
TXN00001594,2026-01-07 21:36:03,CUST000768,PROD00017,CH001,61.52,USD,Credit Card,completed
TXN00001595,2025-11-29 21:36:03,CUST000359,PROD00024,CH001,450.88,USD,Credit Card,completed
TXN00001596,2025-08-15 21:36:03,CUST000393,PROD00017,CH001,58.61,USD,Credit Card,cancelled
TXN00001597,2025-09-08 21:36:03,CUST000808,PROD00039,CH003,316.79,USD,Bank Transfer,completed
TXN00001598,2025-10-23 21:36:03,CUST000216,PROD00004,CH001,349.15,USD,Bank Transfer,completed
TXN00001599,2025-09-02 21:36:03,CUST000792,PROD00041,CH003,126.57,USD,Credit Card,completed
TXN00001600,2025-11-12 21:36:03,CUST000549,PROD00042,CH002,396.52,USD,Bank Transfer,completed
TXN00001601,2026-01-07 21:36:03,CUST000890,PROD00044,CH002,483.74,USD,Credit Card,completed
TXN00001602,2025-11-13 21:36:03,CUST000396,PROD00003,CH004,77.81,USD,Bank Transfer,completed
TXN00001603,2026-01-12 21:36:03,CUST000190,PROD00043,CH002,129.93,USD,Credit Card,completed
TXN00001604,2025-12-17 21:36:03,CUST000124,PROD00012,CH003,141.28,USD,Debit Card,completed
TXN00001605,2025-09-02 21:36:03,CUST000799,PROD00010,CH005,319.15,USD,Credit Card,completed
TXN00001606,2025-09-25 21:36:03,CUST000437,PROD00008,CH003,329.66,USD,Debit Card,completed
TXN00001607,2025-12-15 21:36:03,CUST000652,PROD00021,CH001,67.69,USD,Bank Transfer,completed
TXN00001608,2026-01-12 21:36:03,CUST000357,PROD00011,CH004,116.71,USD,Debit Card,completed
TXN00001609,2025-08-18 21:36:03,CUST000716,PROD00020,CH004,335.26,USD,PayPal,completed
TXN00001610,2025-11-26 21:36:03,CUST000443,PROD00028,CH005,494.05,USD,PayPal,completed
TXN00001611,2026-01-03 21:36:03,CUST000510,PROD00006,CH002,27.54,USD,Debit Card,completed
TXN00001612,2025-12-05 21:36:03,CUST000465,PROD00050,CH003,274.16,USD,PayPal,completed
TXN00001613,2025-11-09 21:36:03,CUST000058,PROD00039,CH002,379.86,USD,Debit Card,completed
TXN00001614,2025-10-06 21:36:03,CUST000480,PROD00045,CH003,440.04,USD,Credit Card,completed
TXN00001615,2025-11-03 21:36:03,CUST000126,PROD00008,CH004,286.41,USD,Debit Card,completed
TXN00001616,2025-09-27 21:36:03,CUST000077,PROD00042,CH004,427.55,USD,PayPal,completed
TXN00001617,2026-01-24 21:36:03,CUST000095,PROD00004,CH005,339.92,USD,Bank Transfer,completed
TXN00001618,2026-01-31 21:36:03,CUST000989,PROD00042,CH002,390.81,USD,PayPal,completed
TXN00001619,2025-10-22 21:36:03,CUST000486,PROD00007,CH004,115.23,USD,Debit Card,completed
TXN00001620,2025-12-01 21:36:03,CUST000347,PROD00005,CH005,56.56,USD,Credit Card,completed
TXN00001621,2025-10-02 21:36:03,CUST000569,PROD00031,CH003,453.88,USD,Debit Card,completed
TXN00001622,2025-10-04 21:36:03,CUST000898,PROD00046,CH002,113.43,USD,Debit Card,completed
TXN00001623,2025-12-08 21:36:03,CUST000067,PROD00047,CH001,213.42,USD,PayPal,pending
TXN00001624,2025-11-11 21:36:03,CUST000346,PROD00019,CH002,287.81,USD,Debit Card,completed
TXN00001625,2025-11-07 21:36:03,CUST000571,PROD00033,CH001,305.22,USD,PayPal,completed
